Year,Pop E&W,Pop England,Share Males farm sector,Male Farm Wage,Male Non-Farm Wage,Male average Wage,Work Days per Year,Total Wage Income,Land rents,Net House rents,Other Capital Income,All Capital Income,Indirect Taxes,Net National Income,Price Index - Domestic Expenditure,Price Index - GDP,Price Index - Cost of Living,Real Net National Income (DE),Real NNI/N
1223,,3.738004803,0.533588368,1.27314954,,2.153307484,300,3.753170086,1.628947383,0.104888882,1.925577873,2.030466755,0,7.412584225,6.504265626,7.037615408,6.358741767,17.4018885,91.92573308
1224,,3.738004803,0.559616516,1.307423108,,2.175938514,300,3.7926155,1.628947383,0.113736299,1.94790632,2.06164262,0,7.483205503,7.052902901,7.631240939,7.015379375,16.20111022,85.58260408
1225,,3.738004803,0.679393378,1.272909604,,1.960177585,300,3.416548695,1.628947383,0.162961449,1.864301508,2.027262957,0,7.072759036,10.10540418,10.93404732,10.49898931,10.68710763,56.45480395
1226,,3.738004803,0.657715979,1.264806198,2.425612353,1.95930041,300,3.415019798,1.628947383,0.14850979,1.854749763,2.003259553,0,7.047226734,9.209242239,9.964400102,9.494820249,11.68474818,61.7248549
1227,,3.738004803,0.671713144,1.139327421,2.180636485,1.747346248,300,3.045588109,1.628947383,0.146091533,1.7294159,1.875507434,0,6.550042926,9.059283684,9.802144947,9.496065326,11.04015819,58.31979874
1228,,3.738004803,, ,,,300,,,,,,,,,,,,
1229,,3.738004803,, ,,,300,,,,,,,,,,,,
1230,,3.903904814,, ,,,300,,,,,,,,,,,,
1231,,3.903904814,, ,,,300,,,,,,,,,,,,
1232,,3.903904814,0.664141489,1.143319195,,1.778726306,300,3.237879553,1.331460504,0.145487912,1.854165871,1.999653783,0,6.56899384,8.433495012,9.125041603,8.665953618,11.89368061,60.15858703
1233,,3.903904814,0.638825058,1.207808918,,1.910808293,300,3.478313151,1.331460504,0.138317661,1.935761835,2.074079496,0,6.883853151,8.017857223,8.675321516,8.148736443,13.10986708,66.31009404
1234,,3.903904814,,1.178929064,,,300,,,,,,,,,,,,
1235,,3.903904814,0.649567199,1.178929064,,1.85196849,300,3.371204937,1.331460504,0.141038255,1.89919442,2.040232675,0,6.742898116,8.175561833,8.845957903,8.287230428,12.59371903,63.69940198
1236,,3.903904814,0.64470875,1.166850346,,1.83888094,300,3.347381199,1.331460504,0.137674912,1.887583734,2.025258646,0,6.70410035,7.980599019,8.635008139,8.051367351,12.82714563,64.88008062
1237,,3.903904814,0.664272124,1.197737795,,1.863225922,300,3.391697247,1.331460504,0.150421301,1.914556347,2.064977648,0,6.7881354,8.71946869,9.434465123,8.875414259,11.88736187,60.12662665
1238,,3.903904814,, ,,,300,,,,,,,,,,,,
1239,,3.903904814,, ,,,300,,,,,,,,,,,,
1240,,3.865009308,, ,,,300,,,,,,,,,,,,
1241,,3.865009308,, ,,,300,,,,,,,,,,,,
1242,,3.865009308,, ,,,300,,,,,,,,,,,,
1243,,3.865009308,, ,,,300,,,,,,,,,,,,
1244,,3.865009308,, ,,,300,,,,,,,,,,,,
1245,,3.865009308,0.5820918,1.187257122,,1.948238105,300,3.511113906,1.893049872,0.122635921,1.886117458,2.008753379,0,7.412917156,7.219213606,7.811189122,7.04820176,15.67921315,80.10401699
1246,,3.865009308,0.796885217,1.260253772,2.459564173,1.786932762,300,,1.893049872,0.137739349,0.873325208,1.011064557,0,2.904114429,8.10830769,8.77318892,8.115894108,5.469007431,27.94078122
1247,,3.865009308,0.678623431,1.260042697,2.45965193,1.94155578,300,3.499071021,1.893049872,0.175175599,1.92012599,2.095301589,0,7.487422482,10.31206891,11.15765856,10.74232427,11.08693605,56.64239048
1248,,3.865009308,0.676275764,1.234543427,2.481619534,1.931996595,300,3.481843462,1.893049872,0.172779193,1.911522541,2.084301735,0,7.459195069,10.1709996,11.00502157,10.60643118,11.19833195,57.21150445
1249,,3.865009308,0.612330099,1.292040571,2.073556435,1.87977622,300,3.387731924,1.893049872,0.13261166,1.865211165,1.997822825,0,7.278604621,7.806455848,8.446585227,7.842424584,14.23702444,72.73597452
1250,,3.837757011,0.655329772,1.150697876,2.244397475,1.800198296,300,3.221440848,1.424964578,0.142047037,1.914609745,2.056656782,0,6.703062209,8.453859091,9.147075537,8.583963308,12.10718712,62.29401978
1251,,3.837757011,0.608393167,1.506268209,2.244397475,2.1173154,300,3.788919439,1.424964578,0.134072725,2.136441605,2.27051433,0,7.484398347,7.979271836,8.633572127,8.013633376,14.3224938,73.69223776
1252,,3.837757011,0.641219858,1.265993522,2.106751424,1.849451394,300,3.309578884,1.424964578,0.137088528,1.953489801,2.090578329,0,6.825121791,8.158755878,8.82777386,8.239577951,12.77354601,65.72257614
1253,,3.837757011,0.661855005,1.276700234,2.387157803,1.948609491,300,3.487021526,1.424964578,0.154223994,2.026550123,2.180774117,0,7.092760221,9.17856466,9.931206962,9.471320031,11.79955194,60.71117214
1254,,3.837757011,0.600685317,1.340307556,1.993251388,1.887498018,300,3.377663022,1.424964578,0.12042307,1.970079488,2.090502558,0,6.893130158,7.166919422,7.754606815,7.236071929,14.68618406,75.56350051
1255,,3.837757011,0.588167845,1.305025534,2.534529217,2.127375385,300,3.806921704,1.424964578,0.12549048,2.113528234,2.239018713,0,7.470904996,7.468503768,8.080921077,7.436273018,15.27441615,78.59007813
1256,,3.837757011,0.646814111,1.31235102,2.753040945,2.14324963,300,3.835328541,1.424964578,0.155140718,2.147875037,2.303015755,0,7.563308875,9.233123039,9.990239129,9.468694502,12.5080101,64.35633816
1257,,3.837757011,0.68012129,1.329578942,2.757836977,2.106417923,300,3.769418489,1.424964578,0.176233272,2.142137397,2.318370668,0,7.512753736,10.48843592,11.34848766,10.97557075,10.93738333,56.27513367
1258,,3.837757011,0.688787878,1.27449205,2.406290835,1.921156911,300,3.437895349,1.424964578,0.171941292,2.021477568,2.19341886,0,7.056278787,10.23300087,11.07210694,10.79246501,10.52925708,54.17523842
1259,,3.837757011,0.665113268,1.425236612,2.607742133,2.148915236,300,3.845467099,1.424964578,0.167681808,2.17313375,2.340815558,0,7.611247235,9.979499817,10.7978188,10.30431802,11.64587339,59.92046377
1260,,4.3093969,0.638793131,1.425236612,2.543955443,2.156096781,300,4.332485196,1.412651635,0.443424075,2.433721335,2.87714541,0,8.622282241,9.097906798,9.843935156,9.189051329,14.47124049,66.3085974
1261,,4.3093969,0.661458987,1.337106709,2.579575772,2.072260723,300,4.164024075,1.412651635,0.443424075,2.370656032,2.814080107,0,8.390755817,9.654789677,10.44648243,9.740773702,13.27037742,60.80612884
1262,,4.3093969,0.634128359,1.759768747,2.579575772,2.432767993,300,4.88843145,1.412651635,0.443424075,2.665295803,3.108719878,0,9.409802964,9.761393935,10.56182824,9.87198059,14.71952175,67.44624566
1263,,4.3093969,0.628749335,1.294797881,2.807947783,2.181985122,300,4.384505519,1.412651635,0.443424075,2.432755216,2.876179292,0,8.673336446,8.828235134,9.552150415,8.875637903,15.00159067,68.73871223
1264,,4.3093969,0.660420863,1.187079403,2.358657728,1.867764302,300,3.753106659,1.412651635,0.443424075,2.209562736,2.652986811,0,7.818745105,8.959480698,9.694158116,9.0335416,13.32536846,61.05810298
1265,,4.3093969,0.662353169,1.283396022,2.365498288,1.944947914,300,3.908200279,1.412651635,0.443424075,2.275882267,2.719306342,0,8.040158256,9.284229309,10.04553611,9.363380559,13.22341866,60.59095934
1266,,4.3093969,0.669863394,1.238620929,2.244816749,1.854102111,300,3.725653699,1.412651635,0.443424075,2.209073442,2.652497517,0,7.790802852,9.275169607,10.03573351,9.421016809,12.8258266,58.76915478
1267,,4.3093969,0.686098576,1.26214367,2.158148062,1.824622539,300,3.666417114,1.412651635,0.443424075,2.195787869,2.639211944,0,7.718280693,9.848901918,10.65651188,10.1133871,11.96624156,54.83045455
1268,,4.3093969,0.637428868,1.248449157,2.523442903,2.013170068,300,4.045286645,1.412651635,0.443424075,2.312430297,2.755854373,0,8.213792653,8.624290639,9.331482472,8.640264666,14.54271058,66.63608012
1269,,4.3093969,0.685306409,1.278108572,2.268183794,1.878427973,300,3.77453436,1.412651635,0.443424075,2.234942701,2.678366776,0,7.865552772,10.00192497,10.82208282,10.30595726,12.00799964,55.02179402
1270,,4.872266028,0.702902492,1.217765116,2.22973612,1.795316828,300,4.078725104,1.23156833,0.476976056,2.230007995,2.706984051,0,8.017277485,9.77610434,10.5777449,10.09069632,12.52235745,50.74995705
1271,,4.872266028,0.741189368,1.257952384,2.287046793,1.806390409,300,4.103882833,1.23156833,0.476976056,2.254581151,2.731557207,0,8.06700837,12.04127795,13.02866274,12.72300435,10.22974801,41.4585891
1272,,4.872266028,0.762956714,1.225837528,1.479250081,1.532285575,300,3.481152487,1.23156833,0.476976056,2.045886862,2.522862918,0,7.235583735,12.37647498,13.39134593,13.36701886,8.92691943,36.17855339
1273,,4.872266028,0.721859675,1.299349178,1.941387793,1.75335872,300,3.983401768,1.23156833,0.476976056,2.215261287,2.692237343,0,7.907207441,10.60231686,11.47170685,11.09218153,11.38799748,46.15268214
1274,,4.872266028,0.738568184,1.313924824,2.151642451,1.818477113,300,4.131342243,1.23156833,0.476976056,2.271834694,2.74881075,0,8.111721323,11.92463574,12.90245588,12.59934926,10.38706645,42.09616107
1275,,4.872266028,0.737596553,1.309747155,1.989525947,1.766679145,300,4.013664033,1.23156833,0.476976056,2.231363384,2.70833944,0,7.953571803,11.62676291,12.58015747,12.32266371,10.44547993,42.33289618
1276,,4.872266028,0.715153139,1.356642106,2.015098462,1.8314318,300,4.160773598,1.23156833,0.476976056,2.281681067,2.758657122,0,8.150999051,10.55686652,11.42252958,10.98996321,11.78964754,47.78046853
1277,,4.872266028,0.738939126,1.257842947,2.211491727,1.786103798,300,4.057794304,1.23156833,0.476976056,2.238476495,2.715452551,0,8.004815185,11.79295464,12.75997692,12.44764321,10.36462732,42.00522092
1278,,4.872266028,0.715670279,1.234888407,2.259439836,1.805837772,300,4.102627312,1.23156833,0.476976056,2.243906135,2.720882191,0,8.055077833,10.46086791,11.31865908,10.77013665,11.7578261,47.65150425
1279,,4.872266028,0.697809839,1.319033547,2.118636119,1.847563105,300,4.197421814,1.23156833,0.476976056,2.283500042,2.760476098,0,8.189466242,9.74816039,10.54750954,9.946571819,12.82797014,51.98852822
1280,,4.877514307,0.712871912,1.4150785,2.448109933,2.02630986,300,4.608469854,1.275926595,0.347991258,2.242340686,2.590331944,0,8.474728394,10.83946126,11.72829709,11.25908879,11.93831683,48.33092685
1281,,4.877514307,0.715130694,1.379841044,1.841286871,1.79450517,300,4.081272635,1.275926595,0.347991258,2.072289784,2.420281042,0,7.777480272,10.0608859,10.88587854,10.51395145,11.80395932,47.78699567
1282,,4.877514307,0.731182147,1.340938051,2.333260105,1.905058669,300,4.332706275,1.275926595,0.347991258,2.150300538,2.498291796,0,8.106924666,11.4188611,12.3552077,12.14747556,10.84072573,43.8874533
1283,,4.877514307,0.726594757,1.324959916,2.281568759,1.879675839,300,4.274977687,1.275926595,0.347991258,2.128853861,2.476845119,0,8.027749402,11.0275467,11.93180553,11.69836075,11.11577918,45.00097612
1284,,4.877514307,0.720603427,1.45556888,2.229004692,1.98252428,300,4.508887589,1.275926595,0.347991258,2.21836982,2.566361078,0,8.351175262,11.11232088,12.02353119,11.78062865,11.47540004,46.45686053
1285,,4.877514307,0.698723602,1.385946233,2.026646217,1.871336041,300,4.256010349,1.275926595,0.347991258,2.123927934,2.471919192,0,8.003856136,9.557485721,10.34119955,9.89024613,12.78735216,51.76815046
1286,,4.877514307,0.722327695,1.29775248,1.887463427,1.734428186,300,3.94463856,1.275926595,0.347991258,2.020180329,2.368171587,0,7.588736742,10.18938967,11.02491963,10.69100792,11.37224809,46.03926152
1287,,4.877514307,0.693069269,1.342192951,2.134801052,1.876653031,300,4.268102865,1.275926595,0.347991258,2.12071092,2.468702178,0,8.012731638,9.321270638,10.08561483,9.62134644,13.12594226,53.13889423
1288,,4.877514307,0.663985187,1.288257728,1.991733325,1.802436243,300,4.099310404,1.275926595,0.347991258,2.053784432,2.40177569,0,7.777012689,7.986110751,8.640971832,7.876029709,14.86970965,60.1983395
1289,,4.877514307,0.676203709,1.2625297,2.194406756,1.847940176,300,4.202800746,1.275926595,0.347991258,2.086065844,2.434057102,0,7.912784444,8.547011639,9.247866594,8.515091498,14.13643984,57.2297795
1290,,5.318691869,0.706096602,1.272330562,2.280076453,1.855343675,300,4.601310493,1.403191039,0.323794702,2.292919436,2.616714138,0,8.62121567,9.779567745,10.5814923,9.908829478,13.46089262,49.97463195
1291,,5.318691869,0.732953481,1.397463499,2.035124356,1.861577226,300,4.616769894,1.403191039,0.323794702,2.323427357,2.64722206,0,8.667182992,11.30546292,12.23251088,11.60552565,11.70616458,43.46006487
1292,,5.318691869,0.72216485,1.344031268,2.119833228,1.849143923,300,4.585934914,1.403191039,0.323794702,2.302740318,2.62653502,0,8.615660973,10.59985678,11.46904504,10.85138643,12.4111954,46.07754774
1293,,5.318691869,0.725837196,1.309623782,2.092806769,1.807475998,300,4.482597153,1.403191039,0.323794702,2.265921052,2.589715754,0,8.475503946,10.633135,11.50505207,10.89947786,12.17108267,45.18611018
1294,,5.318691869,0.744065402,1.370741325,2.199249063,1.878631086,300,4.659064001,1.403191039,0.323794702,2.335942481,2.659737183,0,8.721992223,12.13002584,13.12468795,12.7008421,10.97940939,40.76192855
1295,,5.318691869,0.75239236,1.341090122,2.218090992,1.849778645,300,4.587509044,1.403191039,0.323794702,2.311053698,2.6348484,0,8.625548482,12.62179197,13.65677892,13.25772019,10.43495816,38.74061018
1296,,5.318691869,0.747617853,1.304899605,2.142361033,1.799587343,300,4.46303304,1.403191039,0.323794702,2.264806421,2.588601124,0,8.454825202,12.01261493,12.99764936,12.58203383,10.74711972,39.89953474
1297,,5.318691869,0.729482193,1.298601618,1.98530764,1.761298756,300,4.368076144,1.403191039,0.323794702,2.228970233,2.552764936,0,8.324032118,10.65148393,11.52490561,10.84039271,11.93297252,44.30210734
1298,,5.318691869,0.741813406,1.293158282,1.979947934,1.745994792,300,4.330121834,1.403191039,0.323794702,2.219380512,2.543175214,0,8.276488087,11.35796207,12.28931496,11.71383183,11.12681046,41.30916672
1299,,5.318691869,0.738418679,1.31380316,2.205166747,1.834610057,300,4.549890469,1.403191039,0.323794702,2.291222858,2.61501756,0,8.568099068,11.52855495,12.47389646,11.70370931,11.34839948,42.13183354
1300,,5.315173157,0.742027529,1.414443414,2.340033589,1.961341823,300,4.860971198,1.450980283,0.28361311,2.002715056,2.286328166,0,8.598279648,11.82264812,12.79210526,11.99604971,11.10508308,41.25579589
1301,,5.315173157,0.734232919,1.397135692,2.270204407,1.93232956,300,4.789067478,1.450980283,0.28361311,1.979965907,2.263579017,0,8.503626778,11.17978701,12.09652955,11.30973667,11.61437036,43.14781705
1302,,5.315173157,0.729811792,1.356083963,2.211140135,1.881899332,300,4.664081674,1.450980283,0.28361311,1.94114708,2.22476019,0,8.339822147,10.6983845,11.57565203,10.79591066,11.90319631,44.22081619
1303,,5.315173157,0.719210836,1.339145745,2.228468727,1.882410384,300,4.66534826,1.450980283,0.28361311,1.937727402,2.221340512,0,8.337669056,10.10764293,10.93646965,10.2091267,12.59562642,46.79321976
1304,,5.315173157,0.702907408,1.402871499,2.439198438,2.023953926,300,5.016148447,1.450980283,0.28361311,2.03556849,2.3191816,0,8.786310331,9.821362882,10.62671464,9.784818549,13.66028594,50.7484694
1305,,5.315173157,0.731011882,1.366106751,2.189432931,1.882936207,300,4.666651455,1.450980283,0.28361311,1.943108108,2.226721218,0,8.344352957,10.77510038,11.65865862,10.92356936,11.82486934,43.92982858
1306,,5.315173157,0.737916103,1.267659525,2.303135238,1.823530374,300,4.519420595,1.450980283,0.28361311,1.89445645,2.17806956,0,8.148470439,10.93991575,11.83698884,11.06869244,11.37331654,42.25229317
1307,,5.315173157,0.73167815,1.256358437,2.318802283,1.825371423,300,4.523983433,1.450980283,0.28361311,1.893395833,2.177008943,0,8.151972659,10.56613341,11.43255635,10.57382516,11.78071458,43.76579201
1308,,5.315173157,0.74699699,1.325096129,2.142349801,1.818346225,300,4.506572247,1.450980283,0.28361311,1.898698624,2.182311734,0,8.139864265,11.52924148,12.47463928,11.75871288,10.78056288,40.05019131
1309,,5.315173157,0.765801068,1.29759611,2.442317593,1.85748032,300,4.603561823,1.450980283,0.28361311,1.925397111,2.209010221,0,8.263552327,13.21035892,14.29360835,13.61055631,9.551623025,35.48463413
1310,,5.77,0.764598722,1.427352182,2.515083255,1.998431199,300,5.376719196,1.616601397,0.363158585,2.1307954,2.493953986,0,9.487274579,13.8568911,14.99315617,14.34716284,10.45443762,35.77712496
1311,,5.77,0.772267384,1.347877869,2.278580209,1.853405912,300,4.986533011,1.616601397,0.363158585,2.022858555,2.38601714,0,8.989151549,13.84958865,14.98525492,14.47363124,9.910757219,33.91654457
1312,,5.77,0.741682518,1.350431278,2.43507176,1.932622601,300,5.199663137,1.616601397,0.363158585,2.072517454,2.435676039,0,9.251940573,11.69526471,12.65427642,11.82774403,12.07946745,41.33829405
1313,,5.77,0.73616085,1.373445171,2.439878414,1.96099992,300,5.276011463,1.616601397,0.363158585,2.093584459,2.456743044,0,9.349355904,11.4472834,12.38596064,11.53589244,12.4710858,42.67848844
1314,,5.77,0.748457909,1.367067462,2.551171532,1.973313066,300,5.309139611,1.616601397,0.363158585,2.103838005,2.46699659,0,9.392737598,12.36526038,13.37921173,12.52440591,11.59882333,39.69343612
1315,,5.77,0.758316357,1.385237225,2.458187866,1.951419095,300,5.25023454,1.616601397,0.363158585,2.092391584,2.45555017,0,9.322386107,13.05953168,14.13041328,13.39048693,10.89994967,37.3017541
1316,,5.77,0.79257561,1.486394527,2.530776853,2.025902161,300,5.450628996,1.616601397,0.363158585,2.161972166,2.525130752,0,9.592361145,17.2919927,18.7099361,18.95885387,8.470430576,28.98746582
1317,,5.77,0.787764668,1.615090685,2.752748182,2.20784862,300,5.940150485,1.616601397,0.363158585,2.301693422,2.664852007,0,10.22160389,17.71289714,19.16535471,19.27409272,8.811593541,30.15499204
1318,,4.971000447,0.752119159,1.553860232,2.464313333,2.113408593,300,4.89868611,1.616601397,0.297361863,1.978380351,2.275742214,0,8.791029721,13.7400699,14.86675564,14.33552731,9.769578249,38.80722502
1319,,4.971000447,0.711895062,1.445204461,2.53742387,2.082883682,300,4.827932183,1.616601397,0.297361863,1.943325688,2.24068755,0,8.68522113,10.84663675,11.73606097,10.76445215,12.22674328,48.56770332
1320,,4.971000447,0.693593425,1.629801954,2.461114447,2.232025871,300,5.173630015,1.812269458,0.296446903,3.233319636,3.529766539,0,10.51566601,12.03133894,13.01790873,12.10932649,13.34589894,53.01327144
1321,,4.971000447,0.710585812,1.529411632,2.51255795,2.148364829,300,4.97971144,1.812269458,0.296446903,3.148692671,3.445139574,0,10.23712047,12.70103484,13.74251969,12.96285024,12.30732634,48.88779952
1322,,4.971000447,0.749228444,1.636796056,2.643781401,2.242963038,300,5.198981359,1.812269458,0.296446903,3.268713784,3.565160687,0,10.5764115,16.23687883,17.56830289,17.48081596,9.946282723,39.5091397
1323,,4.971000447,0.738245828,1.500699461,2.283463224,2.024890072,300,4.693508346,1.812269458,0.296446903,3.04685766,3.343304563,0,9.849082367,14.16436895,15.3258472,15.05008392,10.61753126,42.17550794
1324,,4.971000447,0.706689899,1.507836296,2.533716212,2.141171912,300,4.963038922,1.812269458,0.296446903,3.136709274,3.433156177,0,10.20846456,12.42526251,13.44413404,12.85592709,12.54526564,49.83295435
1325,,4.971000447,0.7198458,1.540452966,2.474730245,2.136091039,300,4.951261928,1.812269458,0.296446903,3.143967562,3.440414465,0,10.20394585,13.2698097,14.3579341,13.85099457,11.74163187,46.64071861
1326,,4.971000447,0.69602844,1.465762386,2.433336591,2.082395768,300,4.826801243,1.812269458,0.296446903,3.073289748,3.369736651,0,10.00880735,11.58085539,12.53048553,11.74971302,13.19674124,52.42077946
1327,,4.971000447,0.667662505,1.453742414,2.38693129,2.084194707,300,4.830971018,1.812269458,0.296446903,3.061477669,3.357924572,0,10.00116505,10.22865568,11.06740544,10.18482238,14.92990501,59.30534243
1328,,4.971000447,0.678383401,1.575338716,2.444907647,2.194581351,300,5.086837073,1.812269458,0.296446903,3.184059901,3.480506804,0,10.37961333,11.10263346,12.0130494,11.13689873,14.27513364,56.70442566
1329,,4.971000447,0.703295323,1.522621936,2.323581615,2.085708093,300,4.834478907,1.812269458,0.296446903,3.089832817,3.38627972,0,10.03302808,12.01272994,12.9977738,12.32302945,12.75308704,50.65847325
1330,,4.679792882,0.711352917,1.545691073,2.461815835,2.14468981,300,4.679974235,1.8637995,0.254875437,2.351185358,2.606060795,0,9.149834531,12.10449362,13.0970621,12.39169903,11.54228049,48.70186211
1331,,4.679792882,0.727086646,1.463444358,2.586488921,2.096446909,300,4.574702353,1.8637995,0.254875437,2.313752533,2.56862797,0,9.007129824,12.92990769,13.99016013,13.33220885,10.63692281,44.88176738
1332,,4.679792882,0.724364725,1.521854576,2.693546931,2.184758068,300,4.767408051,1.8637995,0.254875437,2.377997147,2.632872584,0,9.264080135,13.10591935,14.18060473,13.58979546,10.79343851,45.54217467
1333,,4.679792882,0.692906625,1.499189317,2.545124324,2.153065308,300,4.698250591,1.8637995,0.254875437,2.34693474,2.601810177,0,9.163860268,11.10271689,12.01313967,11.2208583,12.60300772,53.17752802
1334,,4.679792882,0.687887088,1.437189553,2.484375218,2.085388965,300,4.550572571,1.8637995,0.254875437,2.294358692,2.549234129,0,8.963606201,10.61693203,11.48752045,10.57877041,12.89165697,54.39546378
1335,,4.679792882,0.679519569,1.512807214,2.501411231,2.163092613,300,4.720131391,1.8637995,0.254875437,2.351792013,2.60666745,0,9.190598341,10.4938722,11.35436972,10.49288141,13.37312873,56.42700089
1336,,4.679792882,0.687864448,1.537054322,2.548283808,2.191278105,300,4.781635564,1.8637995,0.254875437,2.375039512,2.629914949,0,9.275350013,10.98492724,11.88569127,10.97451069,12.89312318,54.40165037
1337,,4.679792882,0.672027832,1.551777126,2.517984706,2.208837433,300,4.819952156,1.8637995,0.254875437,2.384267333,2.63914277,0,9.322894426,10.31257288,11.15820386,10.27696659,13.80412061,58.24554161
1338,,4.679792882,0.657411178,1.525754447,2.27885809,2.108902945,300,4.601882938,1.8637995,0.254875437,2.312142589,2.567018026,0,9.032700465,9.417649027,10.18989625,9.283188516,14.64536221,61.79510293
1339,,4.679792882,0.635158472,1.567090643,2.219469953,2.133027637,300,4.654525954,1.8637995,0.254875437,2.326773468,2.581648905,0,9.099974359,8.725043673,9.440497254,8.500129317,15.92566473,67.19725176
1340,,4.484049399,0.715449621,1.445882565,2.28378577,1.996256398,300,4.173871273,1.750977852,0.229556849,1.599119113,1.828675962,0,7.753525087,10.92818572,11.82429695,11.07312695,10.83368338,47.70746343
1341,,4.484049399,0.685548394,1.460996602,2.225047982,2.013895963,300,4.210752943,1.750977852,0.229556849,1.605015495,1.834572345,0,7.79630314,9.537533647,10.31961141,9.439325608,12.48181219,54.9652023
1342,,4.484049399,0.692876579,1.470529157,2.220043276,2.014262449,300,4.211519211,1.750977852,0.229556849,1.606657785,1.836214634,0,7.798711697,9.859490694,10.66796893,9.881887895,12.07795463,53.1867656
1343,,4.484049399,0.685393707,1.519459997,2.184251475,2.047617465,300,4.281259522,1.750977852,0.229556849,1.624960386,1.854517235,0,7.886754609,9.641429093,10.43202628,9.654521043,12.49056047,55.0037264
1344,,4.484049399,0.705293734,1.504930935,2.214707685,2.032062824,300,4.248737112,1.750977852,0.229556849,1.619001064,1.848557914,0,7.848272877,10.51806698,11.38054847,10.79536513,11.39365782,50.17338004
1345,,4.484049399,0.684659699,1.488593489,2.227119841,2.038161157,300,4.261487808,1.750977852,0.229556849,1.618431979,1.847988828,0,7.860454488,9.57837395,10.36380061,9.538230158,12.53086002,55.18119048
1346,,4.484049399,0.696782711,1.48408869,2.194434257,2.01368839,300,4.210318942,1.750977852,0.229556849,1.607658655,1.837215504,0,7.798512298,10.03810286,10.8612273,10.03154137,11.8627432,52.23905551
1347,,4.484049399,0.729885698,1.467936109,2.280795057,2.002017694,300,4.185917274,1.750977852,0.229556849,1.605074145,1.834630994,0,7.77152612,11.82171137,12.7910917,12.29602658,10.03808731,44.20395783
1348,,4.484049399,0.734252619,1.425688004,2.271529052,1.958020617,300,4.093926017,1.750977852,0.229556849,1.581363773,1.810920622,0,7.655824491,11.93187274,12.91028631,12.27022324,9.79734419,43.14381574
1349,,4.484049399,0.714700099,1.604578824,2.427964015,2.181141501,300,3.605119511,1.750977852,0.229556849,1.454575067,1.684131917,0,7.040229279,9.884947582,10.69551328,9.762992995,10.87520474,47.89030786
1350,,3.544732635,0.613304945,3.082893509,3.262677763,3.733706502,300,6.171290652,1.547714334,0.086013235,2.143577935,2.22959117,0,9.948596156,11.67122766,12.62826833,11.67599907,13.01578214,72.50490077
1351,,3.544732635,0.649259339,3.229891699,3.208967599,3.826052078,300,6.323924874,1.547714334,0.086013235,2.197188253,2.283201488,0,10.1548407,13.54352514,14.6540942,13.90836497,11.4489697,63.77691353
